id,bid,user_id,screen_name,text,article_url,location,at_users,topics,reposts_count,comments_count,attitudes_count,created_at,source,retweet_id,ip,user_authentication
4874270042492426,Mva6oasoq,7719817747,wine-cookie,第五人格超话为什么要在我攒碎片买怪鸟的时候出这个啊啊啊，好可爱太可爱了吧怎么这么可爱快过来给妈妈亲亲抱抱举高高呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜你让我这个选择困难症患者怎么活啊呜呜呜呜呜呜呜呜呜呜,,,,,0,0,1,2023-03-01 00:00,第五人格超话,,湖北,普通用户
4874269874460671,Mva67iIqj,5454391170,薛洋的小fu牙,ZETA第五人格超话三月！,,,,,0,0,0,2023-02-28 23:59,ZETA第五人格超话,,广东,黄V
4874269835659111,Mva63nKbZ,5454391170,薛洋的小fu牙,ZETA第五人格超话冲冲冲！！！,,,,,0,0,0,2023-02-28 23:59,ZETA第五人格超话,,广东,黄V
4874269782183971,Mva5Y9a9l,5854248078,时倾_Yif,第五人格超话#第五创作星#正式告别二月晚安超话家人们三月一起努力艾达和埃米尔同在,,,,第五创作星,0,32,85,2023-02-28 23:58,第五人格超话,,四川,黄V
4874269702228429,Mva5Q9lIp,5454391170,薛洋的小fu牙,ZETA第五人格超话晚好！！！,,,,,0,0,0,2023-02-28 23:58,ZETA第五人格超话,,广东,黄V
4874269626209631,Mva5Iq3pl,5454391170,薛洋的小fu牙,ZETA第五人格超话🌙🌙🌙🌙,,,,,0,0,0,2023-02-28 23:58,ZETA第五人格超话,,广东,黄V
4874269572203406,Mva5D9fcO,7338889218,永定门口,第五人格超话大小号，谢谢wy帮我省了几百块哈肝到咒术紫皮就跑路了。,,,,,0,6,6,2023-02-28 23:58,第五人格超话,,内蒙古,普通用户
4874269529998538,Mva5yFX4K,5454391170,薛洋的小fu牙,ZETA第五人格超话晚安安！,,,,,0,0,0,2023-02-28 23:57,ZETA第五人格超话,,广东,黄V
4874269215689390,Mva53nS4m,7821124490,与君殉道,第五人格交易超话蹲蹲这个配置的号子，金要求有索菲亚惊鸿晖之羽，紫皮卡死可妮兔和浴石，卡门加分，只看官服，速速把这个配置的耗子丢我脸上～,,,,,0,1,1,2023-02-28 23:56,第五人格交易超话,,四川,普通用户
4874267223392832,Mva1QeeD6,6535182469,罗兰Flyyyyy,ivl周边市场超话收好价小铁ur和博人scr！慢收不急！好价优先,,,,,0,8,0,2023-02-28 23:48,ivl周边市场超话,,湖北,普通用户
4874261586512980,Mv9SKrkk4,6086216401,霁月映棠,不愧是我主队mricu，还没开始比赛就能把我送进icu，ivl春季赛~ivl~都躺下吧~感觉打不过抖，奇的人队不知道调整到哪一步了，感觉进度0%，mrc，奇迹×，奇寄√,,,,,0,2,0,2023-02-28 23:26,OPPO R9s,,河南,普通用户
4874260831280175,Mv9Rx5n1Z,7564429800,没事不中二,ivl周边市场超话有没有预计开小食量团的，想吃虾马all,,,,,0,3,1,2023-02-28 23:23,ivl周边市场超话,,浙江,普通用户
4874259819666573,Mv9PTEyIt,7564429800,没事不中二,ivl周边市场超话有没有积咪愿意在秋季赛团分我一口余量小马utr和积冠,,,,,0,14,3,2023-02-28 23:19,ivl周边市场超话,,浙江,普通用户
4874259539429989,Mv9PrDzaB,6576297944,Sussie白,ivl周边市场超话收收妹克酱夏季赛sr！最好负数收！！,,,,,0,4,1,2023-02-28 23:18,ivl周边市场超话,,江苏,普通用户
4874258142986476,Mv9NccwUY,6449415082,虞乂,ivl周边市场超话没关系我会降价不包邮发货地北京,,,,,0,3,1,2023-02-28 23:12,ivl周边市场超话,,北京,普通用户
4874257026519077,Mv9LorlUp,7043143044,双水儿,ivl周边市场超话第五人格超话狼队第五人格超话第五人格赛事超话分享分享现在有的r卡（真的很容易看出来我是哪推），卡盒要装爆啦！！！每一个出卡姐妹都超级好送了很多小礼物,,,,,0,0,0,2023-02-28 23:08,ivl周边市场超话,,浙江,普通用户
4874253394250320,Mv9FxhPHy,7316149725,海鸥的诀别诗y,艾薇捞是真糊啊我说隔壁kpl微博之夜有好几个人选英雄联盟也有咱ivl一个人都没单走一个6,,,,,0,5,1,2023-02-28 22:53,,,安徽,黄V
4874253134727207,Mv9F7jPLh,6687167319,是风儿的风吖,ivl周边市场超话有没有姐妹有推荐的卡册啊，想要那种穿上卡膜也能塞进去的那种，然后我卡有点多,,,,,0,2,1,2023-02-28 22:52,ivl周边市场超话,,安徽,普通用户
4874264212407277,Mv9WZa6f3,7316149725,海鸥的诀别诗y,傻兜老师快27岁了到底是什么样的结局才配的上这一路的颠沛流离季后赛的卡梦永远留在了庄园愿深渊的呼唤VI能对椒人好一点也愿ac选手在COA的历练舞台上发光发热待羽翼丰满我们等你归来Gr一穿三猛猛干关关难过关关过向光而生永不言败#第五人格coa6#/#coa6预选赛#/#第五人格#,,,,"第五人格coa6,coa6预选赛,第五人格",0,1,3,2023-02-28 23:36,,,安徽,黄V
