"日期","好评","差评"
"2022-12-06","0","0"
"2022-12-07","37123","110530"
"2022-12-08","69","180"
"2022-12-09","17","58"
"2022-12-10","12","47"
"2022-12-11","18","54"
"2022-12-12","11","25"
"2022-12-13","10","41"
"2022-12-14","14","50"
"2022-12-15","20","59"
"2022-12-16","14","52"
"2022-12-17","14","42"
"2022-12-18","9","58"
"2022-12-19","18","57"
"2022-12-20","15","69"
"2022-12-21","14","71"
"2022-12-22","20","66"
"2022-12-23","20","82"
"2022-12-24","17","64"
"2022-12-25","14","53"
"2022-12-26","20","60"
"2022-12-27","17","62"
"2022-12-28","13","50"
"2022-12-29","13","61"
"2022-12-30","18","58"
"2022-12-31","18","61"
"2023-01-01","11","62"
"2023-01-02","22","66"
"2023-01-03","190","306"
"2023-01-04","78","189"
"2023-01-05","38","145"
"2023-01-06","19","120"
"2023-01-07","30","108"
"2023-01-08","14","106"
"2023-01-09","23","90"
"2023-01-10","7","104"
"2023-01-11","30","106"
"2023-01-12","18","119"
"2023-01-13","17","91"
"2023-01-14","24","107"
"2023-01-15","18","105"
"2023-01-16","29","99"
"2023-01-17","14","76"
"2023-01-18","19","86"
"2023-01-19","51","111"
"2023-01-20","63","186"
"2023-01-21","69","152"
"2023-01-22","42","101"
"2023-01-23","16","88"
"2023-01-24","24","82"
"2023-01-25","27","78"
"2023-01-26","19","93"
"2023-01-27","16","68"
"2023-01-28","13","79"
"2023-01-29","16","80"
"2023-01-30","16","59"
"2023-01-31","15","57"
"2023-02-01","13","70"
"2023-02-02","18","56"
"2023-02-03","15","54"
"2023-02-04","15","43"
"2023-02-05","11","41"
"2023-02-06","11","42"
"2023-02-07","11","36"
"2023-02-08","8","44"
"2023-02-09","3","38"
"2023-02-10","13","35"
"2023-02-11","12","45"
"2023-02-12","14","66"
"2023-02-13","17","35"
"2023-02-14","6","34"
"2023-02-15","4","30"
"2023-02-16","4","22"
"2023-02-17","8","31"
"2023-02-18","18","47"
"2023-02-19","12","50"
"2023-02-20","3","25"
"2023-02-21","3","20"
"2023-02-22","5","15"
"2023-02-23","8","32"
"2023-02-24","5","38"
"2023-02-25","12","41"
"2023-02-26","11","40"
"2023-02-27","7","23"
"2023-02-28","6","25"
"2023-03-01","8","29"
"2023-03-02","4","28"
"2023-03-03","7","30"
"2023-03-04","11","44"
"2023-03-05","9","48"
"2023-03-06","4","15"
"2023-03-07","5","26"
"2023-03-08","8","37"
"2023-03-09","5","29"
"2023-03-10","5","21"
"2023-03-11","8","52"
"2023-03-12","7","43"
"2023-03-13","11","29"
"2023-03-14","6","16"
"2023-03-15","5","19"
"2023-03-16","4","21"
"2023-03-17","2","15"
"2023-03-18","9","33"
"2023-03-19","11","32"
"2023-03-20","5","14"
"2023-03-21","5","18"
"2023-03-22","9","19"
"2023-03-23","7","21"
"2023-03-24","3","25"
"2023-03-25","6","39"
"2023-03-26","6","35"
"2023-03-27","-10121","-31759"
"2023-03-28","10128","31829"
"2023-03-29","3","16"
"2023-03-30","4","20"
"2023-03-31","4","25"
"2023-04-01","5","28"
"2023-04-02","7","44"
"2023-04-03","-13457","-40527"
"2023-04-04","10863","31286"
"2023-04-05","2606","9332"
"2023-04-06","2","15"
"2023-04-07","5","28"
"2023-04-08","11","30"
"2023-04-09","18","40"
"2023-04-10","5","16"
"2023-04-11","2","27"
"2023-04-12","8","20"
"2023-04-13","12","40"
"2023-04-14","3","16"
"2023-04-15","108","236"
"2023-04-16","50","154"
"2023-04-17","12","41"
"2023-04-18","9","29"
"2023-04-19","10","33"
"2023-04-20","8","27"
"2023-04-21","6","54"
"2023-04-22","25","56"
"2023-04-23","7","34"
"2023-04-24","11","37"
"2023-04-25","7","25"
"2023-04-26","4","29"
"2023-04-27","3","43"
"2023-04-28","15","55"
"2023-04-29","20","62"
"2023-04-30","16","77"
"2023-05-01","15","68"
"2023-05-02","14","72"
"2023-05-03","15","63"
"2023-05-04","5","40"
"2023-05-05","6","32"
"2023-05-06","4","28"
"2023-05-07","10","54"
"2023-05-08","4","33"
"2023-05-09","1","34"
"2023-05-10","5","34"
"2023-05-11","3","28"
"2023-05-12","4","21"
"2023-05-13","13","45"
"2023-05-14","10","54"
"2023-05-15","2","45"
"2023-05-16","5","30"
"2023-05-17","5","25"
"2023-05-18","5","24"
"2023-05-19","6","33"
"2023-05-20","12","52"
"2023-05-21","14","52"
"2023-05-22","1","27"
"2023-05-23","2","34"
"2023-05-24","2","29"
"2023-05-25","1","34"
"2023-05-26","3","30"
"2023-05-27","12","34"
"2023-05-28","9","42"
"2023-05-29","5","26"
"2023-05-30","4","31"
"2023-05-31","2","26"
"2023-06-01","9","43"
"2023-06-02","5","34"
"2023-06-03","13","39"
"2023-06-04","8","56"
"2023-06-05","5","35"
"2023-06-06","9","38"
"2023-06-07","5","48"
"2023-06-08","8","43"
"2023-06-09","4","43"
"2023-06-10","11","51"
"2023-06-11","15","58"
"2023-06-12","1","39"
"2023-06-13","3","31"
"2023-06-14","6","28"
"2023-06-15","1","33"
"2023-06-16","1","43"
"2023-06-17","8","40"
"2023-06-18","13","55"
"2023-06-19","3","30"
"2023-06-20","5","34"
"2023-06-21","5","39"
"2023-06-22","15","39"
"2023-06-23","10","55"
"2023-06-24","7","47"
"2023-06-25","5","35"
"2023-06-26","8","30"
"2023-06-27","48","174"
"2023-06-28","49","138"
"2023-06-29","23","72"
"2023-06-30","-10157","-31969"
"2023-07-01","10203","32133"
"2023-07-02","21","96"
"2023-07-03","12","68"
"2023-07-04","14","55"
"2023-07-05","15","93"
"2023-07-06","9","62"
"2023-07-07","13","84"
"2023-07-08","20","74"
"2023-07-09","15","93"
"2023-07-10","8","68"
"2023-07-11","11","58"
"2023-07-12","14","82"
"2023-07-13","15","94"
"2023-07-14","17","168"
"2023-07-15","17","131"
"2023-07-16","14","320"
"2023-07-17","11","135"
"2023-07-18","17","140"
"2023-07-19","13","102"
"2023-07-20","20","121"
"2023-07-21","15","253"
"2023-07-22","29","492"
"2023-07-23","32","262"
"2023-07-24","17","174"
"2023-07-25","22","284"
"2023-07-26","21","229"
"2023-07-27","15","300"
"2023-07-28","22","636"
"2023-07-29","43","1228"
"2023-07-30","98","1665"
"2023-07-31","68","841"
"2023-08-01","85","839"
"2023-08-02","97","824"
"2023-08-03","32","209"
"2023-08-04","15","130"
"2023-08-05","25","190"
"2023-08-06","10","17"
"2023-08-07","59","526"
"2023-08-08","27","-171"
"2023-08-09","31","160"
"2023-08-10","56","938"
"2023-08-11","42","635"
"2023-08-12","77","1162"
"2023-08-13","41","194"
"2023-08-14","55","856"
"2023-08-15","90","579"
"2023-08-16","134","1082"
"2023-08-17","268","755"
"2023-08-18","164","391"
"2023-08-19","168","282"
"2023-08-20","88","330"
"2023-08-21","60","122"
"2023-08-22","44","216"
"2023-08-23","25","28"
"2023-08-24","37","143"
"2023-08-25","24","19"
"2023-08-26","24","139"
"2023-08-27","23","83"
"2023-08-28","15","105"
"2023-08-29","9","87"
"2023-08-30","15","22"
"2023-08-31","21","79"
"2023-09-01","14","57"
"2023-09-02","33","111"
"2023-09-03","22","37"
"2023-09-04","14","70"
"2023-09-05","5","52"
"2023-09-06","8","22"
"2023-09-07","5","51"
"2023-09-08","12","50"
"2023-09-09","20","78"
"2023-09-10","26","81"
"2023-09-11","7","42"
"2023-09-12","7","34"
"2023-09-13","7","39"
"2023-09-14","13","35"
"2023-09-15","7","47"
"2023-09-16","23","46"
"2023-09-17","13","49"
"2023-09-18","6","20"
"2023-09-19","11","37"
"2023-09-20","33","126"
"2023-09-21","48","117"
"2023-09-22","19","65"
"2023-09-23","62","148"
"2023-09-24","31","91"
"2023-09-25","6","53"
"2023-09-26","9","40"
"2023-09-27","5","46"
"2023-09-28","5","31"
"2023-09-29","13","48"
"2023-09-30","24","83"
"2023-10-01","23","54"
"2023-10-02","14","85"
"2023-10-03","14","63"
"2023-10-04","11","74"
"2023-10-05","16","64"
"2023-10-06","14","55"
"2023-10-07","6","41"
"2023-10-08","1","49"
"2023-10-09","7","31"
"2023-10-10","1","28"
"2023-10-11","4","51"
"2023-10-12","5","48"
"2023-10-13","3","42"
"2023-10-14","16","61"
"2023-10-15","10","46"
"2023-10-16","9","47"
"2023-10-17","10","39"
"2023-10-18","3","41"
"2023-10-19","7","33"
"2023-10-20","5","42"
"2023-10-21","4","40"
"2023-10-22","12","46"
"2023-10-23","3","46"
"2023-10-24","5","38"
"2023-10-25","1","39"
"2023-10-26","5","37"
"2023-10-27","4","30"
"2023-10-28","0","0"
"2023-10-29","0","-2"
"2023-10-30","27","115"
"2023-10-31","6","80"
"2023-11-01","0","-2"
"2023-11-02","0","6"
"2023-11-03","0","2"
"2023-11-04","2","2"
"2023-11-05","1","5"
"2023-11-06","0","0"
"2023-11-07","-31243","-79430"
"2023-11-08","31244","79433"
"2023-11-09","0","1"
"2023-11-10","0","5"
"2023-11-11","0","1"
"2023-11-12","1","-1"
"2023-11-13","-1","3"
"2023-11-14","0","-2"
"2023-11-15","0","1"
"2023-11-16","0","1"
"2023-11-17","1","1"
"2023-11-18","2","-1"
"2023-11-19","1","-29"
"2023-11-20","0","3"
"2023-11-21","0","0"
"2023-11-22","1","1"
"2023-11-23","0","2"
"2023-11-24","-23446","-58564"
"2023-11-25","23449","58569"
"2023-11-26","1","2"
"2023-11-27","2","2"
"2023-11-28","1","0"
"2023-11-29","1","-3"
"2023-11-30","1","0"
"2023-12-01","5","30"
"2023-12-02","12","67"
"2023-12-03","3","56"
"2023-12-04","5","44"
"2023-12-05","6","35"
"2023-12-06","7","48"
"2023-12-07","5","37"
"2023-12-08","4","38"
"2023-12-09","12","71"
"2023-12-10","10","60"
"2023-12-11","4","56"
"2023-12-12","9","41"
"2023-12-13","10","52"
"2023-12-14","3","30"
"2023-12-15","13","42"
"2023-12-16","6","24"
"2023-12-17","9","24"
"2023-12-18","1","14"
"2023-12-19","3","17"
"2023-12-20","5","15"
"2023-12-21","6","13"
"2023-12-22","1","14"
"2023-12-23","7","32"
"2023-12-24","3","20"
"2023-12-25","2","17"
"2023-12-26","2","19"
"2023-12-27","6","17"
"2023-12-28","8","39"
"2023-12-29","7","36"
"2023-12-30","7","43"
"2023-12-31","7","47"
"2024-01-01","13","47"
"2024-01-02","7","21"
"2024-01-03","1","30"
"2024-01-04","29","135"
"2024-01-05","35","142"
"2024-01-06","49","177"
"2024-01-07","22","111"
"2024-01-08","11","52"
"2024-01-09","7","49"
"2024-01-10","6","53"
"2024-01-11","6","49"
"2024-01-12","10","57"
"2024-01-13","15","73"
"2024-01-14","9","80"
"2024-01-15","3","32"
"2024-01-16","1","59"
"2024-01-17","12","48"
"2024-01-18","17","156"
"2024-01-19","33","171"
"2024-01-20","13","61"
"2024-01-21","27","112"
"2024-01-22","18","68"
"2024-01-23","22","83"
"2024-01-24","10","72"
"2024-01-25","24","85"
"2024-01-26","24","90"
"2024-01-27","12","87"
"2024-01-28","12","67"
"2024-01-29","17","65"
"2024-01-30","13","94"
"2024-01-31","21","119"
"2024-02-01","7","173"
"2024-02-02","16","221"
"2024-02-03","23","174"
"2024-02-04","12","78"
"2024-02-05","10","131"
"2024-02-06","15","154"
"2024-02-07","18","157"
"2024-02-08","7","96"
"2024-02-09","18","109"
"2024-02-10","9","91"
"2024-02-11","7","93"
"2024-02-12","16","63"
"2024-02-13","14","97"
"2024-02-14","13","63"
"2024-02-15","4","85"
"2024-02-16","10","81"
"2024-02-17","15","90"
"2024-02-18","8","86"
"2024-02-19","14","76"
"2024-02-20","8","84"
"2024-02-21","6","91"
"2024-02-22","20","93"
"2024-02-23","12","69"
"2024-02-24","10","77"
"2024-02-25","9","77"
"2024-02-26","4","41"
"2024-02-27","3","31"
"2024-02-28","5","36"
"2024-02-29","5","43"
"2024-03-01","2","26"
"2024-03-02","11","57"
"2024-03-03","0","-49"
"2024-03-04","0","2"
"2024-03-05","0","-2"
"2024-03-06","-1","2"
"2024-03-07","0","0"
"2024-03-08","0","0"
"2024-03-09","-1","-2"
"2024-03-10","0","0"
"2024-03-11","0","2"
"2024-03-12","0","0"
"2024-03-13","0","0"
"2024-03-14","19","220"
"2024-03-15","52","346"
"2024-03-16","12","49"
"2024-03-17","7","67"
"2024-03-18","8","41"
"2024-03-19","2","-11"
"2024-03-20","2","43"
"2024-03-21","2","38"
"2024-03-22","3","41"
"2024-03-23","17","91"
"2024-03-24","9","74"
"2024-03-25","8","57"
"2024-03-26","4","21"
"2024-03-27","3","44"
"2024-03-28","22","124"
"2024-03-29","29","122"
"2024-03-30","28","112"
"2024-03-31","15","81"
"2024-04-01","9","36"
"2024-04-02","3","42"
"2024-04-03","9","54"
"2024-04-04","16","74"
"2024-04-05","9","92"
"2024-04-06","7","52"
"2024-04-07","1","50"
"2024-04-08","4","39"
"2024-04-09","4","39"
"2024-04-10","5","35"
"2024-04-11","2","68"
"2024-04-12","2","57"
"2024-04-13","9","87"
"2024-04-14","10","70"
"2024-04-15","5","46"
"2024-04-16","3","41"
"2024-04-17","3","57"
"2024-04-18","5","30"
"2024-04-19","2","44"
"2024-04-20","12","74"
"2024-04-21","11","70"
"2024-04-22","6","53"
"2024-04-23","4","42"
"2024-04-24","2","48"
"2024-04-25","2","40"
"2024-04-26","3","58"
"2024-04-27","6","54"
"2024-04-28","6","54"
"2024-04-29","2","40"
"2024-04-30","4","61"
"2024-05-01","13","35"
"2024-05-02","10","62"
"2024-05-03","8","78"
"2024-05-04","13","53"
"2024-05-05","9","55"
"2024-05-06","1","36"
"2024-05-07","4","47"
"2024-05-08","4","29"
"2024-05-09","5","28"
"2024-05-10","2","30"
"2024-05-11","7","39"
"2024-05-12","4","62"
"2024-05-13","1","36"
"2024-05-14","1","38"
"2024-05-15","3","30"
"2024-05-16","2","47"
"2024-05-17","6","49"
"2024-05-18","6","52"
"2024-05-19","13","70"
"2024-05-20","5","47"
"2024-05-21","1","26"
"2024-05-22","6","40"
"2024-05-23","8","49"
"2024-05-24","4","44"
"2024-05-25","4","47"
"2024-05-26","12","39"
"2024-05-27","3","31"
"2024-05-28","4","42"
"2024-05-29","0","32"
"2024-05-30","1","40"
"2024-05-31","2","41"
"2024-06-01","6","80"
"2024-06-02","0","-5"
"2024-06-03","0","-5"
"2024-06-04","0","0"
"2024-06-05","0","2"
"2024-06-06","0","-8"
"2024-06-07","25","260"
"2024-06-08","12","35"
"2024-06-09","16","45"
"2024-06-10","6","62"
"2024-06-11","4","31"
"2024-06-12","4","40"
"2024-06-13","4","37"
"2024-06-14","4","32"
"2024-06-15","11","55"
"2024-06-16","13","35"
"2024-06-17","7","48"
"2024-06-18","6","41"
"2024-06-19","7","55"
"2024-06-20","2","49"
"2024-06-21","3","58"
"2024-06-22","8","50"
"2024-06-23","9","60"
"2024-06-24","5","47"
"2024-06-25","9","47"
"2024-06-26","6","36"
"2024-06-27","30","166"
"2024-06-28","41","199"
"2024-06-29","25","144"
"2024-06-30","16","143"
"2024-07-01","7","117"
"2024-07-02","16","95"
"2024-07-03","6","99"
"2024-07-04","13","144"
"2024-07-05","10","122"
"2024-07-06","10","99"
"2024-07-07","6","116"
"2024-07-08","8","92"
"2024-07-09","11","72"
"2024-07-10","9","74"
"2024-07-11","8","93"
"2024-07-12","4","65"
"2024-07-13","5","87"
"2024-07-14","14","100"
"2024-07-15","7","102"
"2024-07-16","8","70"
"2024-07-17","12","81"
"2024-07-18","7","127"
"2024-07-19","3","70"
"2024-07-20","6","72"
"2024-07-21","8","76"
"2024-07-22","9","80"
"2024-07-23","5","68"
"2024-07-24","6","72"
"2024-07-25","5","66"
"2024-07-26","2","53"
"2024-07-27","9","62"
"2024-07-28","13","98"
"2024-07-29","10","78"
"2024-07-30","7","51"
"2024-07-31","12","97"
"2024-08-01","13","88"
"2024-08-02","6","74"
"2024-08-03","7","72"
"2024-08-04","6","52"
"2024-08-05","4","79"
"2024-08-06","11","55"
"2024-08-07","10","62"
"2024-08-08","14","70"
"2024-08-09","9","68"
"2024-08-10","6","87"
"2024-08-11","13","80"
"2024-08-12","7","73"
"2024-08-13","20","124"
"2024-08-14","15","89"
"2024-08-15","9","107"
"2024-08-16","9","100"
"2024-08-17","10","78"
"2024-08-18","6","45"
"2024-08-19","4","70"
"2024-08-20","9","62"
"2024-08-21","8","92"
"2024-08-22","10","83"
"2024-08-23","3","88"
"2024-08-24","3","68"
"2024-08-25","11","66"
"2024-08-26","6","72"
"2024-08-27","10","67"
"2024-08-28","3","63"
"2024-08-29","11","52"
"2024-08-30","3","57"
"2024-08-31","10","45"
"2024-09-01","5","51"
"2024-09-02","1","25"
"2024-09-03","1","32"
"2024-09-04","1","40"
"2024-09-05","5","21"
"2024-09-06","-13821","-41555"
"2024-09-07","13831","41622"
"2024-09-08","7","42"
"2024-09-09","0","17"
"2024-09-10","2","16"
"2024-09-11","3","18"
"2024-09-12","1","26"
"2024-09-13","5","22"
"2024-09-14","1","20"
"2024-09-15","6","36"
"2024-09-16","14","30"
"2024-09-17","6","24"
"2024-09-18","3","25"
"2024-09-19","2","17"
"2024-09-20","3","18"
"2024-09-21","4","41"
"2024-09-22","3","30"
"2024-09-23","5","30"
"2024-09-24","3","19"
"2024-09-25","14","78"
"2024-09-26","22","89"
"2024-09-27","13","52"
"2024-09-28","20","47"
"2024-09-29","13","37"
"2024-09-30","10","35"
"2024-10-01","-30410","-75410"
"2024-10-02","30443","75518"
"2024-10-03","6","36"
"2024-10-04","8","80"
"2024-10-05","10","45"
"2024-10-06","6","59"
"2024-10-07","5","42"
"2024-10-08","1","25"
"2024-10-09","4","31"
"2024-10-10","2","23"
"2024-10-11","0","37"
"2024-10-12","10","37"
"2024-10-13","7","55"
"2024-10-14","3","38"
"2024-10-15","4","33"
"2024-10-16","2","20"
"2024-10-17","4","47"
"2024-10-18","8","53"
"2024-10-19","8","49"
"2024-10-20","9","58"
"2024-10-21","2","18"
"2024-10-22","2","34"
"2024-10-23","4","30"
"2024-10-24","4","25"
"2024-10-25","3","54"
"2024-10-26","10","37"
"2024-10-27","5","48"
"2024-10-28","1","19"
"2024-10-29","3","29"
"2024-10-30","4","25"
"2024-10-31","2","33"
"2024-11-01","6","31"
"2024-11-02","11","48"
"2024-11-03","4","49"
"2024-11-04","5","26"
"2024-11-05","4","23"
"2024-11-06","4","36"
"2024-11-07","5","30"
"2024-11-08","0","0"
"2024-11-09","6","47"
"2024-11-10","9","51"
"2024-11-11","0","3"
"2024-11-12","7","57"
"2024-11-13","3","24"
"2024-11-14","3","30"
"2024-11-15","3","22"
"2024-11-16","11","66"
"2024-11-17","7","35"
"2024-11-18","7","36"
"2024-11-19","6","55"
"2024-11-20","1","36"
"2024-11-21","1","41"
"2024-11-22","3","46"
"2024-11-23","8","40"
"2024-11-24","12","60"
"2024-11-25","4","38"
"2024-11-26","3","41"
"2024-11-27","7","39"
"2024-11-28","2","31"
"2024-11-29","0","0"
"2024-11-30","9","77"
"2024-12-01","9","43"
"2024-12-02","9","51"
"2024-12-03","7","33"
"2024-12-04","2","35"
"2024-12-05","6","36"
"2024-12-06","3","35"
"2024-12-07","-32937","-85414"
"2024-12-08","32955","85508"
"2024-12-09","2","42"
"2024-12-10","3","34"
"2024-12-11","5","22"
"2024-12-12","3","30"
"2024-12-13","2","20"
"2024-12-14","6","45"
"2024-12-15","7","61"
"2024-12-16","5","35"
"2024-12-17","0","36"
"2024-12-18","3","40"
"2024-12-19","1","48"
"2024-12-20","4","41"
"2024-12-21","10","53"
"2024-12-22","7","58"
"2024-12-23","4","36"
"2024-12-24","2","40"
"2024-12-25","29","95"
"2024-12-26","41","115"
"2024-12-27","27","106"
"2024-12-28","35","176"
"2024-12-29","17","143"
"2024-12-30","5","80"
"2024-12-31","5","79"
