date,revenue,download,reviews,rating
2020/1/31,0.4580050390035102,0.7460194266802566,0.08107807415236559,1.0
2020/2/29,0.4408381228314099,0.2162294688590189,0.14994576252329433,0.6001100965349558
2020/3/31,0.5134498859395433,0.4964939237280454,0.27193836397518983,0.5757682249972823
2020/4/30,0.46542379659263866,0.612215365048289,1.0,0.7523711768629909
2020/5/31,0.4692890625430284,0.33120894341582763,0.28075543070119324,0.7728098717445268
2020/6/30,0.37705542199719755,1.0,0.2889884015242122,0.7120445336032523
2020/7/31,0.4047183507417781,0.2426600298429043,0.17720357132923542,0.8159850311534768
2020/8/31,0.46208229684525803,0.4973569155558229,0.11954496147748449,0.9550988006128224
2020/9/30,0.376788440841905,0.33849519114555904,0.09223152449030679,0.7355707384198019
2020/10/31,0.3907468075377156,0.520694183666371,0.04138736684004117,0.5659657773853298
2020/11/30,0.3446231724305059,0.3140803020499743,0.08502767502016523,0.5264576648522385
2020/12/31,0.40084820460314696,0.18387745832716693,0.2361138152588101,0.7555738379949101
2021/1/31,0.5667625089159296,0.5258690652708796,0.17937307039746336,0.6459558613598188
2021/2/28,0.7547547151158742,0.26240960585289796,0.10063137985703559,0.536567738316853
2021/3/31,0.6769588326143539,0.090617563453737,0.019803632520234753,0.6224297623678333
2021/4/30,0.6152227781531263,0.5228587711570389,0.06675381748393737,0.5393465785175601
2021/5/31,0.6459102384188078,0.23062355764315956,0.018468556170556004,0.6748417793046767
2021/6/30,0.36225848209831923,0.5595358164671692,0.06372208160654187,0.631227130772987
2021/7/31,1.0,0.8379966803473942,0.04892498539760243,0.6174761971753421
2021/8/31,0.816933315504379,0.5172770415902467,0.09164742858732235,0.5198764079309713
2021/9/30,0.3661798702134852,0.4362688894330771,0.40152421216588324,0.0953023959938959
2021/10/31,0.21035823091503036,0.3192002500888798,0.04975940811615165,0.2917110904849948
2021/11/30,0.691244851662844,0.6685479527938515,0.0634161266097405,0.4317373535035892
2021/12/31,0.8476013770218009,0.2013933489762383,0.022251272494645792,0.46957250777720416
2022/1/31,0.7891876501398627,0.4469961498287605,0.15461852974716994,0.3940781294902612
2022/2/28,0.6356641786305062,0.7517710620490115,0.04155425138375102,0.3872383522456341
2022/3/31,0.3769508291056378,0.2354593806682272,0.03473979918226574,0.5294748515793629
2022/4/30,0.46795919381800066,0.36379133649167644,0.11829332739966068,0.3717257832144165
2022/5/31,0.5775206050262174,0.2529699428816899,0.12274358189858985,0.3637708363840343
2022/6/30,0.29714453562882515,0.05947716359052061,0.1488053848079437,0.2904655256884924
2022/7/31,0.519399480287839,0.41560440871727256,0.08636275136984396,0.36977999574339004
2022/8/31,0.4010573032400476,0.11066256843446426,0.09003421133146053,0.4593944717839715
2022/9/30,0.29990006420236215,0.20974504904439875,0.08388729730481462,0.2735509432871883
2022/10/31,0.370947587545174,0.3782753558690637,0.009874002169499067,0.33339904423181566
2022/11/30,0.29994332358527354,0.08287995342082588,0.010903123522376441,0.34824378726920935
2022/12/31,0.5318882131532368,0.14262397686305645,0.13551024949239288,0.3545782275949091
2023/1/31,0.7698958477197215,0.1512619980278661,0.05657386031763692,0.6243016898626345
2023/2/28,0.42479966304391703,0.3643899623244958,0.007899201735599257,0.26444523376084905
2023/3/31,0.29082221690359167,0.1038319635083075,0.04258337273662838,0.45578452532202574
2023/4/30,0.3446601224271909,0.06728699239363956,0.005451561761188217,0.015264386976312105
2023/5/31,0.34805784891480995,0.0584042039129374,0.0013072622590604432,0.3632191189916232
2023/6/30,0.3300682724391578,0.07712816057546784,0.021083080688676883,0.0
2023/7/31,0.42241283269201846,0.15863211493322796,0.029844519233443667,0.2856460522379306
2023/8/31,0.36132971255900403,0.4034471720053831,0.04119266820571302,0.3872609441778442
2023/9/30,0.3234543101787689,0.0895378866832264,0.024643284287820214,0.4832830026135414
2023/10/31,0.37563901707710323,0.04723272492543568,0.001780101799571665,0.44134973345562434
2023/11/30,0.34915043591584294,0.03105494733192144,0.0,0.42049716749707156
2023/12/31,0.4016747167695608,0.08062688125844947,0.030400801045809812,0.48727825103783484
2024/1/31,0.26462285661260976,0.3643495595545476,0.008205156732400638,0.542241532596251
2024/2/29,0.3490315510444335,0.1119556574975733,0.01752287708953356,0.4709852440191482
2024/3/31,0.4409951777465647,0.09321209070313338,0.026451200178010184,0.5623586134351989
2024/4/30,0.4139883903110416,0.1489538806346589,0.001780101799571665,0.532624644107373
2024/5/31,0.43885124133513864,0.05096435923090855,0.0014185186215336723,0.36074446695752127
2024/6/30,0.30289076556140393,0.11166806799846596,0.049008427669457344,0.45347788634645236
2024/7/31,0.3820050309163411,0.1133763169252944,0.05426529079631742,0.4847785323596876
2024/8/31,0.38512463896193094,0.38300693224605226,0.07704503101271104,0.5105095567980181
2024/9/30,0.39356729490259457,0.07876363240595,0.05582287987094263,0.5161031715278969
2024/10/31,0.43068515263381313,0.003152292198512874,0.025227380190804664,0.444143710379895
2024/11/30,0.3823255721375831,0.0,0.05181765082190638,0.4360949991746125
2024/12/31,0.0,0.0003705367208066204,0.012738853503184717,0.5908081284651113
